gt_id,txn_id,order_id,payment_id,has_anomaly,actual_problem,anomaly_type,true_expected_amount,true_actual_amount,true_leakage_amount,true_recoverable,true_recovery_amount,true_root_cause,true_required_evidence,true_best_action,true_deadline,true_should_escalate
GT-0325,TXN-325,ORD-325,PAY-0325,FALSE,,,808.78,808.78,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0326,TXN-326,ORD-326,PAY-0326,FALSE,,,145.94,145.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0327,TXN-327,ORD-327,PAY-0327,FALSE,,,614.26,614.26,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0328,TXN-328,ORD-328,PAY-0328,FALSE,,,476.91,476.91,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0329,TXN-329,ORD-329,PAY-0329,FALSE,,,534.91,534.91,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0330,TXN-330,ORD-330,PAY-0330,TRUE,fee_excess on #1330,LEAK-FEE-EXCESS,555.67,554.61,1.06,TRUE,1.06,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0331,TXN-331,ORD-331,PAY-0331,FALSE,,,3865.67,3865.67,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0332,TXN-332,ORD-332,PAY-0332,FALSE,,,580.19,580.19,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0333,TXN-333,ORD-333,PAY-0333,FALSE,,,2038.71,2038.71,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0334,TXN-334,ORD-334,PAY-0334,FALSE,,,5462.94,5462.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0335,TXN-335,ORD-335,PAY-0335,FALSE,,,6913.46,6913.46,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0336,TXN-336,ORD-336,PAY-0336,FALSE,,,357.15,357.15,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0337,TXN-337,ORD-337,PAY-0337,FALSE,,,1356.59,1356.59,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0338,TXN-338,ORD-338,PAY-0338,FALSE,,,1328.96,1328.96,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0339,TXN-339,ORD-339,PAY-0339,FALSE,,,5431.31,5431.31,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0340,TXN-340,ORD-340,PAY-0340,FALSE,,,5817.06,5817.06,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0341,TXN-341,ORD-341,PAY-0341,FALSE,,,2162.38,2162.38,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0342,TXN-342,ORD-342,PAY-0342,FALSE,,,640.8,640.8,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0343,TXN-343,ORD-343,PAY-0343,FALSE,,,1835.92,1835.92,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0344,TXN-344,ORD-344,PAY-0344,FALSE,,,430.13,430.13,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0345,TXN-345,ORD-345,PAY-0345,TRUE,settlement_short on #1345,LEAK-SETTLEMENT-SHORT,2081.75,2046.33,35.42,TRUE,35.42,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0346,TXN-346,ORD-346,PAY-0346,TRUE,missing_settlement on #1346,LEAK-MISSING-SETTLEMENT,2058.75,0,2058.75,TRUE,2058.75,payment captured but settlement never issued; funds held at gateway,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0347,TXN-347,ORD-347,PAY-0347,TRUE,settlement_short on #1347,LEAK-SETTLEMENT-SHORT,5808.29,5378.94,429.35,TRUE,429.35,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0348,TXN-348,ORD-348,PAY-0348,FALSE,,,1406.77,1406.77,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0349,TXN-349,ORD-349,PAY-0349,FALSE,,,448.07,448.07,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0350,TXN-350,ORD-350,PAY-0350,FALSE,,,1528.29,1528.29,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0351,TXN-351,ORD-351,PAY-0351,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0352,TXN-352,ORD-352,PAY-0352,FALSE,,,863.93,863.93,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0353,TXN-353,ORD-353,PAY-0353,FALSE,,,2416.98,2416.98,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0354,TXN-354,ORD-354,PAY-0354,FALSE,,,6822.1,6822.1,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0355,TXN-355,ORD-355,PAY-0355,FALSE,,,11721.69,11721.69,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0356,TXN-356,ORD-356,PAY-0356,FALSE,,,3419.47,3419.47,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0357,TXN-357,ORD-357,,FALSE,,,0.0,0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0358,TXN-358,ORD-358,PAY-0358,FALSE,,,1590.38,1590.38,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0359,TXN-359,ORD-359,PAY-0359,FALSE,,,817.63,817.63,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0360,TXN-360,ORD-360,PAY-0360,FALSE,,,2452.55,2452.55,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0361,TXN-361,ORD-361,PAY-0361,FALSE,,,1043.33,1043.33,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0362,TXN-362,ORD-362,PAY-0362,FALSE,,,7373.37,7373.37,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0363,TXN-363,ORD-363,PAY-0363,FALSE,,,817.0,817.0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0364,TXN-364,ORD-364,PAY-0364,FALSE,,,764.13,764.13,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0365,TXN-365,ORD-365,,FALSE,,,0.0,0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0366,TXN-366,ORD-366,PAY-0366,FALSE,,,3154.16,3154.16,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0367,TXN-367,ORD-367,PAY-0367,FALSE,,,958.87,958.87,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0368,TXN-368,ORD-368,PAY-0368,FALSE,,,1415.24,1415.24,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0369,TXN-369,ORD-369,PAY-0369,FALSE,,,292.17,292.17,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0370,TXN-370,ORD-370,PAY-0370,FALSE,,,2631.15,2631.15,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0371,TXN-371,ORD-371,PAY-0371,FALSE,,,2564.67,2564.67,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0372,TXN-372,ORD-372,PAY-0372,FALSE,,,741.58,741.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0373,TXN-373,ORD-373,PAY-0373,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0374,TXN-374,ORD-374,PAY-0374,FALSE,,,292.3,292.3,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0375,TXN-375,ORD-375,PAY-0375,FALSE,,,1305.69,1305.69,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0376,TXN-376,ORD-376,PAY-0376,FALSE,,,1284.22,1284.22,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0377,TXN-377,ORD-377,PAY-0377,FALSE,,,1109.03,1109.03,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0378,TXN-378,ORD-378,PAY-0378,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0379,TXN-379,ORD-379,PAY-0379,FALSE,,,1101.84,1101.84,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0380,TXN-380,ORD-380,PAY-0380,FALSE,,,4633.55,4633.55,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0381,TXN-381,ORD-381,PAY-0381,TRUE,fee_excess on #1381,LEAK-FEE-EXCESS,9637.66,9520.97,116.69,TRUE,116.69,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,TRUE
GT-0382,TXN-382,ORD-382,PAY-0382,FALSE,,,173.15,173.15,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0383,TXN-383,ORD-383,PAY-0383,FALSE,,,1791.18,1791.18,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0384,TXN-384,ORD-384,PAY-0384,FALSE,,,5942.8,5942.8,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0385,TXN-385,ORD-385,PAY-0385,FALSE,,,1418.19,1418.19,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0386,TXN-386,ORD-386,PAY-0386,FALSE,,,1687.3,1687.3,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0387,TXN-387,ORD-387,PAY-0387,FALSE,,,1324.62,1324.62,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0388,TXN-388,ORD-388,PAY-0388,TRUE,refund_economics on #1388,LEAK-REFUND-ECONOMICS,1219.04,1212.96,6.08,TRUE,6.08,gateway did not return MDR fee pro-rata on processed refund,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,FALSE
GT-0389,TXN-389,ORD-389,PAY-0389,FALSE,,,449.47,449.47,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0390,TXN-390,ORD-390,PAY-0390,FALSE,,,3247.96,3247.96,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0391,TXN-391,ORD-391,PAY-0391,TRUE,fee_excess on #1391,LEAK-FEE-EXCESS,626.34,621.04,5.3,TRUE,5.3,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0392,TXN-392,ORD-392,PAY-0392,FALSE,,,176.19,176.19,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0393,TXN-393,ORD-393,PAY-0393,FALSE,,,284.84,284.84,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0394,TXN-394,ORD-394,PAY-0394,FALSE,,,1182.73,1182.73,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0395,TXN-395,ORD-395,PAY-0395,FALSE,,,1930.48,1930.48,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0396,TXN-396,ORD-396,PAY-0396,FALSE,,,2015.59,2015.59,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0397,TXN-397,ORD-397,,FALSE,,,0.0,0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0398,TXN-398,ORD-398,PAY-0398,FALSE,,,458.65,458.65,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0399,TXN-399,ORD-399,PAY-0399,FALSE,,,332.82,332.82,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0400,TXN-400,ORD-400,PAY-0400,FALSE,,,4858.54,4858.54,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0401,TXN-401,ORD-401,PAY-0401,FALSE,,,3176.33,3176.33,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0402,TXN-402,ORD-402,PAY-0402,FALSE,,,284.84,284.84,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0403,TXN-403,ORD-403,PAY-0403,TRUE,settlement_short on #1403,LEAK-SETTLEMENT-SHORT,572.88,559.69,13.19,TRUE,13.19,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0404,TXN-404,ORD-404,PAY-0404,TRUE,duplicate_fee on #1404,LEAK-DUPLICATE-FEE,606.73,592.57,14.16,TRUE,14.16,duplicate MDR fee event charged for the same payment,RECON_RESULT|RATE_CARD|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,FALSE
GT-0405,TXN-405,ORD-405,PAY-0405,TRUE,refund_economics on #1405,LEAK-REFUND-ECONOMICS,528.48,520.07,8.41,TRUE,8.41,gateway did not return MDR fee pro-rata on processed refund,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,FALSE
GT-0406,TXN-406,ORD-406,PAY-0406,FALSE,,,499.49,499.49,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0407,TXN-407,ORD-407,PAY-0407,FALSE,,,325.35,325.35,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0408,TXN-408,ORD-408,PAY-0408,FALSE,,,767.75,767.75,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0409,TXN-409,ORD-409,PAY-0409,FALSE,,,1653.38,1653.38,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0410,TXN-410,ORD-410,PAY-0410,FALSE,,,4507.09,4507.09,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0411,TXN-411,ORD-411,,FALSE,,,0.0,0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0412,TXN-412,ORD-412,PAY-0412,FALSE,,,575.31,575.31,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0413,TXN-413,ORD-413,PAY-0413,FALSE,,,2043.29,2043.29,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0414,TXN-414,ORD-414,PAY-0414,FALSE,,,291.94,291.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0415,TXN-415,ORD-415,PAY-0415,FALSE,,,2612.13,2612.13,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0416,TXN-416,ORD-416,PAY-0416,FALSE,,,693.85,693.85,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0417,TXN-417,ORD-417,PAY-0417,FALSE,,,516.88,516.88,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0418,TXN-418,ORD-418,PAY-0418,FALSE,,,560.9,560.9,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0419,TXN-419,ORD-419,PAY-0419,FALSE,,,328.54,328.54,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0420,TXN-420,ORD-420,PAY-0420,FALSE,,,1219.65,1219.65,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0421,TXN-421,ORD-421,PAY-0421,FALSE,,,2372.13,2372.13,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0422,TXN-422,ORD-422,PAY-0422,FALSE,,,1081.63,1081.63,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0423,TXN-423,ORD-423,PAY-0423,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0424,TXN-424,ORD-424,PAY-0424,FALSE,,,284.84,284.84,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0425,TXN-425,ORD-425,PAY-0425,FALSE,,,6705.83,6705.83,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0426,TXN-426,ORD-426,PAY-0426,FALSE,,,2509.19,2509.19,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0427,TXN-427,ORD-427,PAY-0427,FALSE,,,2538.08,2538.08,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0428,TXN-428,ORD-428,PAY-0428,TRUE,settlement_short on #1428,LEAK-SETTLEMENT-SHORT,1926.8,1904.6,22.2,TRUE,22.2,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0429,TXN-429,ORD-429,PAY-0429,FALSE,,,4239.23,4239.23,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0430,TXN-430,ORD-430,PAY-0430,FALSE,,,579.78,579.78,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0431,TXN-431,ORD-431,PAY-0431,FALSE,,,578.67,578.67,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0432,TXN-432,ORD-432,PAY-0432,FALSE,,,284.84,284.84,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0433,TXN-433,ORD-433,PAY-0433,FALSE,,,878.2,878.2,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0434,TXN-434,ORD-434,PAY-0434,FALSE,,,2248.85,2248.85,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0435,TXN-435,ORD-435,PAY-0435,TRUE,fee_excess on #1435,LEAK-FEE-EXCESS,2129.98,2125.42,4.56,TRUE,4.56,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0436,TXN-436,ORD-436,PAY-0436,FALSE,,,1584.91,1584.91,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0437,TXN-437,ORD-437,PAY-0437,TRUE,fee_excess on #1437,LEAK-FEE-EXCESS,2637.06,2632.72,4.34,TRUE,4.34,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0438,TXN-438,ORD-438,PAY-0438,TRUE,fee_excess on #1438,LEAK-FEE-EXCESS,291.94,289.24,2.7,TRUE,2.7,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0439,TXN-439,ORD-439,PAY-0439,FALSE,,,1955.31,1955.31,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0440,TXN-440,ORD-440,PAY-0440,FALSE,,,3393.64,3393.64,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0441,TXN-441,ORD-441,PAY-0441,FALSE,,,1835.21,1835.21,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0442,TXN-442,ORD-442,PAY-0442,FALSE,,,886.63,886.63,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0443,TXN-443,ORD-443,PAY-0443,FALSE,,,535.49,535.49,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0444,TXN-444,ORD-444,PAY-0444,FALSE,,,1953.6,1953.6,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0445,TXN-445,ORD-445,PAY-0445,FALSE,,,624.49,624.49,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0446,TXN-446,ORD-446,PAY-0446,FALSE,,,751.47,751.47,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0447,TXN-447,ORD-447,PAY-0447,FALSE,,,744.48,744.48,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0448,TXN-448,ORD-448,PAY-0448,FALSE,,,717.33,717.33,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0449,TXN-449,ORD-449,PAY-0449,FALSE,,,400.23,400.23,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0450,TXN-450,ORD-450,PAY-0450,FALSE,,,861.23,861.23,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0451,TXN-451,ORD-451,PAY-0451,FALSE,,,2780.51,2780.51,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0452,TXN-452,ORD-452,PAY-0452,FALSE,,,2826.91,2826.91,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0453,TXN-453,ORD-453,PAY-0453,FALSE,,,702.55,702.55,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0454,TXN-454,ORD-454,PAY-0454,FALSE,,,1230.92,1230.92,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0455,TXN-455,ORD-455,PAY-0455,FALSE,,,2769.65,2769.65,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0456,TXN-456,ORD-456,PAY-0456,FALSE,,,798.54,798.54,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0457,TXN-457,ORD-457,PAY-0457,FALSE,,,555.12,555.12,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0458,TXN-458,ORD-458,PAY-0458,TRUE,settlement_short on #1458,LEAK-SETTLEMENT-SHORT,1137.25,1091.25,46.0,TRUE,46.0,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0459,TXN-459,ORD-459,PAY-0459,FALSE,,,290.7,290.7,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0460,TXN-460,ORD-460,PAY-0460,TRUE,fee_excess on #1460,LEAK-FEE-EXCESS,328.01,323.33,4.68,TRUE,4.68,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0461,TXN-461,ORD-461,PAY-0461,TRUE,missing_settlement on #1461,LEAK-MISSING-SETTLEMENT,291.94,0,291.94,TRUE,291.94,payment captured but settlement never issued; funds held at gateway,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0462,TXN-462,ORD-462,PAY-0462,FALSE,,,300.6,300.6,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0463,TXN-463,ORD-463,,FALSE,,,0.0,0,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0464,TXN-464,ORD-464,PAY-0464,FALSE,,,1174.21,1174.21,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0465,TXN-465,ORD-465,PAY-0465,TRUE,refund_economics on #1465,LEAK-REFUND-ECONOMICS,7298.05,7281.24,16.81,TRUE,16.81,gateway did not return MDR fee pro-rata on processed refund,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0466,TXN-466,ORD-466,PAY-0466,FALSE,,,313.7,313.7,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0467,TXN-467,ORD-467,PAY-0467,FALSE,,,679.5,679.5,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0468,TXN-468,ORD-468,PAY-0468,TRUE,fee_excess on #1468,LEAK-FEE-EXCESS,1540.95,1523.85,17.1,TRUE,17.1,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0469,TXN-469,ORD-469,PAY-0469,TRUE,settlement_short on #1469,LEAK-SETTLEMENT-SHORT,656.83,638.65,18.18,TRUE,18.18,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0470,TXN-470,ORD-470,PAY-0470,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0471,TXN-471,ORD-471,PAY-0471,TRUE,fee_excess on #1471,LEAK-FEE-EXCESS,1321.9,1311.59,10.31,TRUE,10.31,gateway charged MDR above negotiated rate card beyond tolerance,RECON_RESULT|RULE_RESULT|RATE_CARD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0472,TXN-472,ORD-472,PAY-0472,FALSE,,,6671.04,6671.04,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0473,TXN-473,ORD-473,PAY-0473,FALSE,,,486.02,486.02,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0474,TXN-474,ORD-474,PAY-0474,FALSE,,,1618.4,1618.4,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0475,TXN-475,ORD-475,PAY-0475,FALSE,,,297.58,297.58,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0476,TXN-476,ORD-476,PAY-0476,TRUE,duplicate_fee on #1476,LEAK-DUPLICATE-FEE,1653.91,1615.98,37.93,TRUE,37.93,duplicate MDR fee event charged for the same payment,RECON_RESULT|RATE_CARD|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,FALSE
GT-0477,TXN-477,ORD-477,PAY-0477,FALSE,,,1366.29,1366.29,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0478,TXN-478,ORD-478,PAY-0478,FALSE,,,2040.07,2040.07,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0479,TXN-479,ORD-479,PAY-0479,FALSE,,,541.26,541.26,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0480,TXN-480,ORD-480,PAY-0480,FALSE,,,1996.21,1996.21,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0481,TXN-481,ORD-481,PAY-0481,FALSE,,,2415.3,2415.3,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0482,TXN-482,ORD-482,PAY-0482,FALSE,,,3462.73,3462.73,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0483,TXN-483,ORD-483,PAY-0483,FALSE,,,2208.76,2208.76,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0484,TXN-484,ORD-484,PAY-0484,FALSE,,,1404.53,1404.53,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0485,TXN-485,ORD-485,PAY-0485,FALSE,,,714.49,714.49,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0486,TXN-486,ORD-486,PAY-0486,FALSE,,,335.7,335.7,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0487,TXN-487,ORD-487,PAY-0487,FALSE,,,4279.1,4279.1,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0488,TXN-488,ORD-488,PAY-0488,FALSE,,,509.73,509.73,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0489,TXN-489,ORD-489,PAY-0489,FALSE,,,408.6,408.6,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0490,TXN-490,ORD-490,PAY-0490,TRUE,missing_settlement on #1490,LEAK-MISSING-SETTLEMENT,1183.71,0,1183.71,TRUE,1183.71,payment captured but settlement never issued; funds held at gateway,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,CREATE_DISPUTE,2025-05-20,TRUE
GT-0491,TXN-491,ORD-491,PAY-0491,FALSE,,,542.64,542.64,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0492,TXN-492,ORD-492,PAY-0492,FALSE,,,1949.94,1949.94,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0493,TXN-493,ORD-493,PAY-0493,TRUE,settlement_short on #1493,LEAK-SETTLEMENT-SHORT,574.88,555.53,19.35,TRUE,19.35,settlement credited below expected net of contractual fees and taxes,RECON_RESULT|RULE_RESULT|RAW_PAYLOAD,DRAFT_DISPUTE,2025-05-20,FALSE
GT-0494,TXN-494,ORD-494,PAY-0494,FALSE,,,715.19,715.19,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0495,TXN-495,ORD-495,PAY-0495,FALSE,,,5239.95,5239.95,0.0,FALSE,0.0,,,,2025-05-20,FALSE
GT-0496,TXN-496,ORD-496,PAY-0496,FALSE,,,585.95,585.95,0.0,FALSE,0.0,,,,2025-05-20,FALSE
