anomaly_id,recon_result_id,order_id,payment_id,category,detection_rule,detected_amount,variance_class,severity,explanation,candidate_root_causes,detected_at
anm-00125,,ORD-807,PAY-0807,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,1616.44,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00126,,ORD-812,PAY-0812,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,531.04,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00127,,ORD-815,PAY-0815,FEE_DISCREPANCY,FR-FEE-EXCESS-001,4.74,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00128,,ORD-815,PAY-0815,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,62.7,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00129,,ORD-816,PAY-0816,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,14.34,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00130,,ORD-825,PAY-0825,REFUND_ECONOMICS,FR-REFUND-ECON-001,474.13,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00131,,ORD-834,PAY-0834,FEE_DISCREPANCY,FR-FEE-EXCESS-001,5.27,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00132,,ORD-835,PAY-0835,REFUND_ECONOMICS,FR-REFUND-ECON-001,38.64,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00133,,ORD-837,PAY-0837,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,65.58,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00134,,ORD-840,PAY-0840,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,66.48,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00135,,ORD-844,PAY-0844,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,1291.07,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00136,,ORD-849,PAY-0849,FEE_DISCREPANCY,FR-FEE-EXCESS-001,20.81,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00137,,ORD-857,PAY-0857,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,66.74,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00138,,ORD-872,PAY-0872,REFUND_ECONOMICS,FR-REFUND-ECON-001,2.43,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00139,,ORD-873,PAY-0873,FEE_DISCREPANCY,FR-FEE-EXCESS-001,5.98,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00140,,ORD-877,PAY-0877,REFUND_ECONOMICS,FR-REFUND-ECON-001,4.47,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00141,,ORD-884,PAY-0884,FEE_DISCREPANCY,FR-FEE-EXCESS-001,144.17,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00142,,ORD-893,PAY-0893,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,27.51,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00143,,ORD-902,PAY-0902,FEE_DISCREPANCY,FR-FEE-EXCESS-001,3.94,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00144,,ORD-924,PAY-0924,FEE_DISCREPANCY,FR-FEE-EXCESS-001,17.3,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00145,,ORD-924,PAY-0924,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,55.18,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00146,,ORD-928,PAY-0928,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,433.87,LEAKAGE,MEDIUM,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00147,,ORD-932,PAY-0932,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,88.94,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00148,,ORD-939,PAY-0939,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,6.49,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00149,,ORD-952,PAY-0952,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,1980.46,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00150,,ORD-964,PAY-0964,REFUND_ECONOMICS,FR-REFUND-ECON-001,11.29,LEAKAGE,MEDIUM,fee not returned pro-rata on processed refund,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,2025-04-05T00:00:00Z
anm-00151,,ORD-971,PAY-0971,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,953.0,LEAKAGE,HIGH,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00152,,ORD-980,PAY-0980,FEE_DISCREPANCY,FR-FEE-EXCESS-001,39.17,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00153,,ORD-982,PAY-0982,SETTLEMENT_MISMATCH,FR-SETTLE-TIMING-001,479.39,LEAKAGE,MEDIUM,settlement never issued,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
anm-00154,,ORD-988,PAY-0988,FEE_DISCREPANCY,FR-FEE-EXCESS-001,2.25,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00155,,ORD-990,PAY-0990,FEE_DISCREPANCY,FR-FEE-EXCESS-001,34.04,LEAKAGE,MEDIUM,fee charged above rate card beyond tolerance,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,2025-04-05T00:00:00Z
anm-00156,,ORD-990,PAY-0990,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,37.29,LEAKAGE,MEDIUM,settlement short beyond tolerance,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,2025-04-05T00:00:00Z
ANM-9001,RCN-9001,ORD-9001,PAY-9001,SETTLEMENT_MISMATCH,FR-SETTLE-CALC-001,250.00,LEAKAGE,MEDIUM,settlement short beyond tolerance,settlement amount short|settlement missing|bank credit mismatch,2026-09-05T06:53:59Z
