audit_id,case_id,actor,event_type,tool_called,tool_parameters,tool_result,decision,previous_state,new_state,amount,evidence_ids,approval_id,correlation_id,prev_hash,entry_hash,created_at
AUD-00608,CASE-0127,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,38.64,EVID-00436|EVID-00437|EVID-00438,APR-0064,CORR-CASE-0127,150f4273b7df9628,71d4ac3052eca13c,2025-04-05T00:00:00Z
AUD-00609,CASE-0127,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00436|EVID-00437|EVID-00438,APR-0064,CORR-CASE-0127,71d4ac3052eca13c,2cd02cfb82826636,2025-04-05T00:00:00Z
AUD-00610,CASE-0127,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0127""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,38.64,EVID-00436|EVID-00437|EVID-00438,APR-0064,CORR-CASE-0127,2cd02cfb82826636,b1eaf97f95100940,2025-04-05T00:00:00Z
AUD-00611,CASE-0127,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 38.64}",verification recorded,,VERIFYING,38.64,EVID-00436|EVID-00437|EVID-00438,,CORR-CASE-0127,b1eaf97f95100940,2617c2bf0af4d97f,2025-04-05T00:00:00Z
AUD-00612,CASE-0080,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0080""}",{},case loaded,,INVESTIGATING,0,EVID-00274|EVID-00275|EVID-00276|EVID-00277,,CORR-CASE-0080,GENESIS,69acf7b5d2eb53f6,2025-04-05T00:00:00Z
AUD-00613,CASE-0080,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-476"", ""payment_id"": ""PAY-0476""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00274|EVID-00275|EVID-00276|EVID-00277,,CORR-CASE-0080,69acf7b5d2eb53f6,a0e8345cc3ba789d,2025-04-05T00:00:00Z
AUD-00614,CASE-0080,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0080""}","{""variance"": 37.93, ""unexplained"": ""37.93"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: FEE_DISCREPANCY,,,0,EVID-00274|EVID-00275|EVID-00276|EVID-00277,,CORR-CASE-0080,a0e8345cc3ba789d,e1fccf81d44d9ddc,2025-04-05T00:00:00Z
AUD-00615,CASE-0080,AGENT,PLAN,,"{""allowed"": [""NOTIFY_GATEWAY"", ""DRAFT_DISPUTE"", ""FINANCE_REVIEW"", ""ESCALATE"", ""CLOSE_NO_ACTION""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00274|EVID-00275|EVID-00276|EVID-00277,,CORR-CASE-0080,e1fccf81d44d9ddc,0b4ed0e8de34e969,2025-04-05T00:00:00Z
AUD-00616,CASE-0080,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0080""}",dispute drafted (L1 automatic),,,37.93,EVID-00274|EVID-00275|EVID-00276|EVID-00277,,CORR-CASE-0080,0b4ed0e8de34e969,75e13fcb3f7f6b8f,2025-04-05T00:00:00Z
AUD-00617,CASE-0019,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0019""}",{},case loaded,,INVESTIGATING,0,EVID-00064|EVID-00065|EVID-00066,,CORR-CASE-0019,GENESIS,4e1fb736f9c0e6d9,2025-04-05T00:00:00Z
AUD-00618,CASE-0019,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-76"", ""payment_id"": ""PAY-0076""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00064|EVID-00065|EVID-00066,,CORR-CASE-0019,4e1fb736f9c0e6d9,4ff3dcca9e81829f,2025-04-05T00:00:00Z
AUD-00619,CASE-0019,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0019""}","{""variance"": 36.8, ""unexplained"": ""36.8"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00064|EVID-00065|EVID-00066,,CORR-CASE-0019,4ff3dcca9e81829f,21cb5fd89b0f43fe,2025-04-05T00:00:00Z
AUD-00620,CASE-0019,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00064|EVID-00065|EVID-00066,,CORR-CASE-0019,21cb5fd89b0f43fe,2a55f11c4f7472cd,2025-04-05T00:00:00Z
AUD-00621,CASE-0019,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0019""}",dispute drafted (L1 automatic),,,36.8,EVID-00064|EVID-00065|EVID-00066,,CORR-CASE-0019,2a55f11c4f7472cd,19870a9f1638d3ac,2025-04-05T00:00:00Z
AUD-00622,CASE-0019,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,36.8,EVID-00064|EVID-00065|EVID-00066,APR-0065,CORR-CASE-0019,19870a9f1638d3ac,890428fd7be16dab,2025-04-05T00:00:00Z
AUD-00623,CASE-0019,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00064|EVID-00065|EVID-00066,APR-0065,CORR-CASE-0019,890428fd7be16dab,075cfba4716b77db,2025-04-05T00:00:00Z
AUD-00624,CASE-0019,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0019""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,36.8,EVID-00064|EVID-00065|EVID-00066,APR-0065,CORR-CASE-0019,075cfba4716b77db,a3c42970ca5fe372,2025-04-05T00:00:00Z
AUD-00625,CASE-0019,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""FINANCIAL_EFFECT_DETECTED"", ""recovered"": 22.08}",verification recorded,,VERIFYING,22.08,EVID-00064|EVID-00065|EVID-00066,,CORR-CASE-0019,a3c42970ca5fe372,e8be16ca4a37afc8,2025-04-05T00:00:00Z
AUD-00626,CASE-0060,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0060""}",{},case loaded,,INVESTIGATING,0,EVID-00205|EVID-00206|EVID-00207,,CORR-CASE-0060,GENESIS,c543c7492cc6f307,2025-04-05T00:00:00Z
AUD-00627,CASE-0060,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-345"", ""payment_id"": ""PAY-0345""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00205|EVID-00206|EVID-00207,,CORR-CASE-0060,c543c7492cc6f307,ae9ab96b129f9895,2025-04-05T00:00:00Z
AUD-00628,CASE-0060,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0060""}","{""variance"": 35.42, ""unexplained"": ""35.42"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00205|EVID-00206|EVID-00207,,CORR-CASE-0060,ae9ab96b129f9895,bc3267eb7545dfbf,2025-04-05T00:00:00Z
AUD-00629,CASE-0060,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00205|EVID-00206|EVID-00207,,CORR-CASE-0060,bc3267eb7545dfbf,8ad727577b5b034f,2025-04-05T00:00:00Z
AUD-00630,CASE-0060,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0060""}",dispute drafted (L1 automatic),,,35.42,EVID-00205|EVID-00206|EVID-00207,,CORR-CASE-0060,8ad727577b5b034f,bef9aeefe06408b1,2025-04-05T00:00:00Z
AUD-00631,CASE-0060,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,35.42,EVID-00205|EVID-00206|EVID-00207,APR-0066,CORR-CASE-0060,bef9aeefe06408b1,201c2d7cffeb6ff3,2025-04-05T00:00:00Z
AUD-00632,CASE-0060,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00205|EVID-00206|EVID-00207,APR-0066,CORR-CASE-0060,201c2d7cffeb6ff3,7fe45115d5fc1838,2025-04-05T00:00:00Z
AUD-00633,CASE-0060,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0060""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,35.42,EVID-00205|EVID-00206|EVID-00207,APR-0066,CORR-CASE-0060,7fe45115d5fc1838,d58aed3fea985213,2025-04-05T00:00:00Z
AUD-00634,CASE-0060,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 35.42}",verification recorded,,VERIFYING,35.42,EVID-00205|EVID-00206|EVID-00207,,CORR-CASE-0060,d58aed3fea985213,e955372a7f983e4a,2025-04-05T00:00:00Z
AUD-00635,CASE-0037,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0037""}",{},case loaded,,INVESTIGATING,0,EVID-00127|EVID-00128|EVID-00129,,CORR-CASE-0037,GENESIS,dd008e982b7e1216,2025-04-05T00:00:00Z
AUD-00636,CASE-0037,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-176"", ""payment_id"": ""PAY-0176""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00127|EVID-00128|EVID-00129,,CORR-CASE-0037,dd008e982b7e1216,7a7b9e3439df26e5,2025-04-05T00:00:00Z
AUD-00637,CASE-0037,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0037""}","{""variance"": 1682.76, ""unexplained"": ""33.66"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: REFUND_ECONOMICS,,,0,EVID-00127|EVID-00128|EVID-00129,,CORR-CASE-0037,7a7b9e3439df26e5,d4441c2a7fad0282,2025-04-05T00:00:00Z
AUD-00638,CASE-0037,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""FINANCE_REVIEW"", ""ESCALATE"", ""CLOSE_NO_ACTION""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00127|EVID-00128|EVID-00129,,CORR-CASE-0037,d4441c2a7fad0282,5f42bb0d08c73e82,2025-04-05T00:00:00Z
AUD-00639,CASE-0037,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0037""}",dispute drafted (L1 automatic),,,33.66,EVID-00127|EVID-00128|EVID-00129,,CORR-CASE-0037,5f42bb0d08c73e82,0a404b33767e6ab5,2025-04-05T00:00:00Z
AUD-00640,CASE-0037,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,33.66,EVID-00127|EVID-00128|EVID-00129,APR-0067,CORR-CASE-0037,0a404b33767e6ab5,f8063e23266c84d7,2025-04-05T00:00:00Z
AUD-00641,CASE-0037,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00127|EVID-00128|EVID-00129,APR-0067,CORR-CASE-0037,f8063e23266c84d7,7e2269d9b2c8668d,2025-04-05T00:00:00Z
AUD-00642,CASE-0037,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0037""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,33.66,EVID-00127|EVID-00128|EVID-00129,APR-0067,CORR-CASE-0037,7e2269d9b2c8668d,6928acfa56523486,2025-04-05T00:00:00Z
AUD-00643,CASE-0037,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""FINANCIAL_EFFECT_DETECTED"", ""recovered"": 20.2}",verification recorded,,VERIFYING,20.2,EVID-00127|EVID-00128|EVID-00129,,CORR-CASE-0037,6928acfa56523486,128ea5aac268f157,2025-04-05T00:00:00Z
AUD-00644,CASE-0102,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0102""}",{},case loaded,,INVESTIGATING,0,EVID-00349|EVID-00350|EVID-00351,,CORR-CASE-0102,GENESIS,06a680b1c1a4d924,2025-04-05T00:00:00Z
AUD-00645,CASE-0102,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-669"", ""payment_id"": ""PAY-0669""}","{""settlements_found"": 1, ""bank_found"": false}",financial neighborhood assembled,,,0,EVID-00349|EVID-00350|EVID-00351,,CORR-CASE-0102,06a680b1c1a4d924,29f3127f8e0d55da,2025-04-05T00:00:00Z
AUD-00646,CASE-0102,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0102""}","{""variance"": 1440.19, ""unexplained"": ""28.8"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: REFUND_ECONOMICS,,,0,EVID-00349|EVID-00350|EVID-00351,,CORR-CASE-0102,29f3127f8e0d55da,8fec6048a4845e58,2025-04-05T00:00:00Z
AUD-00647,CASE-0102,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""FINANCE_REVIEW"", ""ESCALATE"", ""CLOSE_NO_ACTION""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00349|EVID-00350|EVID-00351,,CORR-CASE-0102,8fec6048a4845e58,2153317cda6be30d,2025-04-05T00:00:00Z
AUD-00648,CASE-0102,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0102""}",dispute drafted (L1 automatic),,,28.8,EVID-00349|EVID-00350|EVID-00351,,CORR-CASE-0102,2153317cda6be30d,63ae3b1a8536db72,2025-04-05T00:00:00Z
AUD-00649,CASE-0102,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,28.8,EVID-00349|EVID-00350|EVID-00351,APR-0068,CORR-CASE-0102,63ae3b1a8536db72,f7611468e8a2ff21,2025-04-05T00:00:00Z
AUD-00650,CASE-0102,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00349|EVID-00350|EVID-00351,APR-0068,CORR-CASE-0102,f7611468e8a2ff21,68b9e31e3d80cf6f,2025-04-05T00:00:00Z
AUD-00651,CASE-0102,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0102""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,28.8,EVID-00349|EVID-00350|EVID-00351,APR-0068,CORR-CASE-0102,68b9e31e3d80cf6f,7ddaf6bfe9d78f69,2025-04-05T00:00:00Z
AUD-00652,CASE-0102,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""FINANCIAL_EFFECT_DETECTED"", ""recovered"": 17.28}",verification recorded,,VERIFYING,17.28,EVID-00349|EVID-00350|EVID-00351,,CORR-CASE-0102,7ddaf6bfe9d78f69,efc2352ee08eda80,2025-04-05T00:00:00Z
AUD-00653,CASE-0137,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0137""}",{},case loaded,,INVESTIGATING,0,EVID-00469|EVID-00470|EVID-00471,,CORR-CASE-0137,GENESIS,e53d541fa04bca5d,2025-04-05T00:00:00Z
AUD-00654,CASE-0137,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-893"", ""payment_id"": ""PAY-0893""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00469|EVID-00470|EVID-00471,,CORR-CASE-0137,e53d541fa04bca5d,c4713e3e90a6f710,2025-04-05T00:00:00Z
AUD-00655,CASE-0137,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0137""}","{""variance"": 27.51, ""unexplained"": ""27.51"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00469|EVID-00470|EVID-00471,,CORR-CASE-0137,c4713e3e90a6f710,f59265eacdb87e8f,2025-04-05T00:00:00Z
AUD-00656,CASE-0137,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00469|EVID-00470|EVID-00471,,CORR-CASE-0137,f59265eacdb87e8f,e509ad8ad75b445e,2025-04-05T00:00:00Z
AUD-00657,CASE-0137,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0137""}",dispute drafted (L1 automatic),,,27.51,EVID-00469|EVID-00470|EVID-00471,,CORR-CASE-0137,e509ad8ad75b445e,37d6a054f378a8ae,2025-04-05T00:00:00Z
AUD-00658,CASE-0137,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,27.51,EVID-00469|EVID-00470|EVID-00471,APR-0069,CORR-CASE-0137,37d6a054f378a8ae,f58e43e545963fa5,2025-04-05T00:00:00Z
AUD-00659,CASE-0137,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00469|EVID-00470|EVID-00471,APR-0069,CORR-CASE-0137,f58e43e545963fa5,f26e78469298cf04,2025-04-05T00:00:00Z
AUD-00660,CASE-0137,AGENT,ACT,create_dispute,"{""case_id"": ""CASE-0137""}","{""ok"": true, ""k"": [""dispute_id"", ""status""]}",executed CREATE_DISPUTE,,ACTING,27.51,EVID-00469|EVID-00470|EVID-00471,APR-0069,CORR-CASE-0137,f26e78469298cf04,d5f5b9fe27e42f8f,2025-04-05T00:00:00Z
AUD-00661,CASE-0137,SERVICE,VERIFY,check_dispute_status|check_recovery,{},"{""status"": ""RECOVERY_VERIFIED"", ""recovered"": 27.51}",verification recorded,,VERIFYING,27.51,EVID-00469|EVID-00470|EVID-00471,,CORR-CASE-0137,d5f5b9fe27e42f8f,4ed9fb5a3ed580d2,2025-04-05T00:00:00Z
AUD-00662,CASE-0120,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0120""}",{},case loaded,,INVESTIGATING,0,EVID-00411|EVID-00412|EVID-00413|EVID-00414,,CORR-CASE-0120,GENESIS,e5334a7c9a07dfe6,2025-04-05T00:00:00Z
AUD-00663,CASE-0120,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-796"", ""payment_id"": ""PAY-0796""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00411|EVID-00412|EVID-00413|EVID-00414,,CORR-CASE-0120,e5334a7c9a07dfe6,47bb604a05f88a95,2025-04-05T00:00:00Z
AUD-00664,CASE-0120,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0120""}","{""variance"": 21.97, ""unexplained"": ""25.92"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: FEE_DISCREPANCY,,,0,EVID-00411|EVID-00412|EVID-00413|EVID-00414,,CORR-CASE-0120,47bb604a05f88a95,98242046ee8c1670,2025-04-05T00:00:00Z
AUD-00665,CASE-0120,AGENT,PLAN,,"{""allowed"": [""NOTIFY_GATEWAY"", ""DRAFT_DISPUTE"", ""FINANCE_REVIEW"", ""ESCALATE"", ""CLOSE_NO_ACTION""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00411|EVID-00412|EVID-00413|EVID-00414,,CORR-CASE-0120,98242046ee8c1670,a3cb9e1d7419b160,2025-04-05T00:00:00Z
AUD-00666,CASE-0120,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0120""}",dispute drafted (L1 automatic),,,25.92,EVID-00411|EVID-00412|EVID-00413|EVID-00414,,CORR-CASE-0120,a3cb9e1d7419b160,935a39d9a9539fcc,2025-04-05T00:00:00Z
AUD-00667,CASE-0031,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0031""}",{},case loaded,,INVESTIGATING,0,EVID-00105|EVID-00106|EVID-00107|EVID-00108,,CORR-CASE-0031,GENESIS,8c34e96bc97e00d5,2025-04-05T00:00:00Z
AUD-00668,CASE-0031,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-143"", ""payment_id"": ""PAY-0143""}","{""settlements_found"": 1, ""bank_found"": false}",financial neighborhood assembled,,,0,EVID-00105|EVID-00106|EVID-00107|EVID-00108,,CORR-CASE-0031,8c34e96bc97e00d5,fde1f060d619a1fb,2025-04-05T00:00:00Z
AUD-00669,CASE-0031,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0031""}","{""variance"": 21.81, ""unexplained"": ""25.74"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: FEE_DISCREPANCY,,,0,EVID-00105|EVID-00106|EVID-00107|EVID-00108,,CORR-CASE-0031,fde1f060d619a1fb,6c1af3a141897c8f,2025-04-05T00:00:00Z
AUD-00670,CASE-0031,AGENT,PLAN,,"{""allowed"": [""NOTIFY_GATEWAY"", ""DRAFT_DISPUTE"", ""FINANCE_REVIEW"", ""ESCALATE"", ""CLOSE_NO_ACTION""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00105|EVID-00106|EVID-00107|EVID-00108,,CORR-CASE-0031,6c1af3a141897c8f,569df53181e2d94e,2025-04-05T00:00:00Z
AUD-00671,CASE-0031,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0031""}",dispute drafted (L1 automatic),,,25.74,EVID-00105|EVID-00106|EVID-00107|EVID-00108,,CORR-CASE-0031,569df53181e2d94e,26869ab71e11382f,2025-04-05T00:00:00Z
AUD-00672,CASE-0038,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0038""}",{},case loaded,,INVESTIGATING,0,EVID-00130|EVID-00131|EVID-00132|EVID-00133,,CORR-CASE-0038,GENESIS,87ec9743f6f3391c,2025-04-05T00:00:00Z
AUD-00673,CASE-0038,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-178"", ""payment_id"": ""PAY-0178""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00130|EVID-00131|EVID-00132|EVID-00133,,CORR-CASE-0038,87ec9743f6f3391c,58dcddaa4a24ce9d,2025-04-05T00:00:00Z
AUD-00674,CASE-0038,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0038""}","{""variance"": 20.19, ""unexplained"": ""23.82"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: FEE_DISCREPANCY,,,0,EVID-00130|EVID-00131|EVID-00132|EVID-00133,,CORR-CASE-0038,58dcddaa4a24ce9d,682b4c561dac5751,2025-04-05T00:00:00Z
AUD-00675,CASE-0038,AGENT,PLAN,,"{""allowed"": [""NOTIFY_GATEWAY"", ""DRAFT_DISPUTE"", ""FINANCE_REVIEW"", ""ESCALATE"", ""CLOSE_NO_ACTION""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00130|EVID-00131|EVID-00132|EVID-00133,,CORR-CASE-0038,682b4c561dac5751,852ddd97f7406213,2025-04-05T00:00:00Z
AUD-00676,CASE-0038,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0038""}",dispute drafted (L1 automatic),,,23.82,EVID-00130|EVID-00131|EVID-00132|EVID-00133,,CORR-CASE-0038,852ddd97f7406213,ed0770a42bbdba87,2025-04-05T00:00:00Z
AUD-00677,CASE-0069,AGENT,OBSERVE,get_case_history,"{""case_id"": ""CASE-0069""}",{},case loaded,,INVESTIGATING,0,EVID-00235|EVID-00236|EVID-00237,,CORR-CASE-0069,GENESIS,67482f2f2dd688bc,2025-04-05T00:00:00Z
AUD-00678,CASE-0069,AGENT,INVESTIGATE,get_order|get_settlement|get_bank_transaction,"{""order_id"": ""ORD-428"", ""payment_id"": ""PAY-0428""}","{""settlements_found"": 1, ""bank_found"": true}",financial neighborhood assembled,,,0,EVID-00235|EVID-00236|EVID-00237,,CORR-CASE-0069,67482f2f2dd688bc,2ff951e78ecd0b1f,2025-04-05T00:00:00Z
AUD-00679,CASE-0069,AGENT,REASON,calculate_variance|check_contract|check_deadline|check_duplicate_claim,"{""case_id"": ""CASE-0069""}","{""variance"": 22.2, ""unexplained"": ""22.2"", ""violations"": 1, ""deadline_state"": ""OPEN"", ""is_duplicate"": false}",root cause candidates: SETTLEMENT_MISMATCH,,,0,EVID-00235|EVID-00236|EVID-00237,,CORR-CASE-0069,2ff951e78ecd0b1f,b175eedc1a00debc,2025-04-05T00:00:00Z
AUD-00680,CASE-0069,AGENT,PLAN,,"{""allowed"": [""DRAFT_DISPUTE"", ""CREATE_DISPUTE"", ""NOTIFY_GATEWAY"", ""FINANCE_REVIEW"", ""ESCALATE""]}","{""planned"": ""DRAFT_DISPUTE""}",planned action: DRAFT_DISPUTE,,,0,EVID-00235|EVID-00236|EVID-00237,,CORR-CASE-0069,b175eedc1a00debc,8aa6f7ad1eb98589,2025-04-05T00:00:00Z
AUD-00681,CASE-0069,AGENT,ACT,draft_dispute,{},"{""draft_id"": ""DRF-CASE-0069""}",dispute drafted (L1 automatic),,,22.2,EVID-00235|EVID-00236|EVID-00237,,CORR-CASE-0069,8aa6f7ad1eb98589,6bf815a641b9ffb7,2025-04-05T00:00:00Z
AUD-00682,CASE-0069,AGENT,APPROVAL_REQUEST,,"{""action"": ""CREATE_DISPUTE"", ""risk"": ""L3_FINANCIAL""}",{},requested approval for CREATE_DISPUTE,,PENDING_APPROVAL,22.2,EVID-00235|EVID-00236|EVID-00237,APR-0070,CORR-CASE-0069,6bf815a641b9ffb7,fe45ead04c87596a,2025-04-05T00:00:00Z
AUD-00683,CASE-0069,HUMAN,APPROVAL_DECISION,,{},{},approved CREATE_DISPUTE,,ACTING,0,EVID-00235|EVID-00236|EVID-00237,APR-0070,CORR-CASE-0069,fe45ead04c87596a,ce4d5f4e8080471d,2025-04-05T00:00:00Z
